OrderID,Date,Product,Category,Region,SalesRep,Quantity,UnitPrice,Discount,Revenue,Year,Month,MonthName,OrderValue
628601,2022-04-07 04:19:19,Desk,Furniture,South,James Wilson,4,1008.04,0.0,4032.16,2022,4,April,4032.16
4675980,2022-04-10 11:29:32,Cheese,Groceries,North,James Wilson,12,13.24,0.24,120.75,2022,4,April,158.88
1044501,2022-04-14 20:15:34,Cheese,Groceries,Central,James Wilson,14,9.4,0.09,119.76,2022,4,April,131.6
464939,2023-12-17 20:59:04,Apple,Groceries,South,David Lee,19,16.65,0.2,253.08,2023,12,December,316.34999999999997
3735487,2022-02-01 22:53:10,Bread,Groceries,North,Alice Brown,17,4.34,0.03,71.57,2022,2,February,73.78
2816082,2023-11-22 13:36:43,Milk,Groceries,North,Alice Brown,19,6.74,0.13,111.41,2023,11,November,128.06
3939428,2023-07-27 01:04:02,Magazine,Books,West,James Wilson,19,19.19,0.12,320.86,2023,7,July,364.61
2366546,2022-07-19 05:34:56,Board Game,Toys,East,James Wilson,11,54.89,0.18,495.11,2022,7,July,603.79
892210,2022-11-27 21:09:01,Chair,Furniture,South,James Wilson,12,1075.47,0.11,11486.02,2022,11,November,12905.64
673531,2023-02-06 06:55:23,Monitor,Electronics,North,James Wilson,13,758.6,0.2,7889.44,2023,2,February,9861.800000000001
392896,2023-04-17 04:49:31,Lego,Toys,North,Alice Brown,10,98.39,0.19,796.96,2023,4,April,983.9
4766395,2022-10-04 12:55:44,Desk,Furniture,North,John Smith,8,946.08,0.21,5979.23,2022,10,October,7568.64
2289644,2022-10-23 00:10:06,Puzzle,Toys,North,David Lee,6,36.83,0.16,185.62,2022,10,October,220.98
1240617,2023-05-16 02:12:56,Puzzle,Toys,North,James Wilson,16,73.63,0.03,1142.74,2023,5,May,1178.08
2638888,2022-05-19 17:29:05,Magazine,Books,West,Alice Brown,6,14.32,0.13,74.75,2022,5,May,85.92
3221553,2023-09-15 01:19:51,Eggs,Groceries,South,John Smith,8,4.87,0.2,31.17,2023,9,September,38.96
2529788,2022-11-24 19:51:00,Novel,Books,North,James Wilson,14,23.2,0.2,259.84,2022,11,November,324.8
4857333,2023-01-18 17:25:58,Apple,Groceries,North,James Wilson,6,3.01,0.22,14.09,2023,1,January,18.06
4596377,2022-12-08 04:32:59,Milk,Groceries,West,David Lee,7,19.19,0.03,130.3,2022,12,December,134.33
1892161,2022-10-06 16:16:14,Doll,Toys,East,James Wilson,2,57.83,0.29,82.12,2022,10,October,115.66
2937201,2022-04-09 02:15:34,Shoes,Clothing,East,Maria Garcia,11,76.97,0.07,787.4,2022,4,April,846.67
4457261,2023-08-26 22:40:56,Lego,Toys,Central,David Lee,8,19.56,0.01,154.92,2023,8,August,156.48
1707683,2022-03-26 16:59:05,Bread,Groceries,North,James Wilson,14,14.64,0.27,149.62,2022,3,March,204.96
4221053,2023-12-04 09:07:09,Board Game,Toys,Central,David Lee,11,72.65,0.23,615.35,2023,12,December,799.1500000000001
2130752,2023-02-25 19:54:44,Chair,Furniture,South,James Wilson,16,1479.2,0.12,20827.14,2023,2,February,23667.2
200601,2022-02-28 08:34:35,Pants,Clothing,Central,James Wilson,11,83.06,0.15,776.61,2022,2,February,913.6600000000001
4513691,2022-07-17 10:05:19,Couch,Furniture,South,James Wilson,15,366.74,0.11,4895.98,2022,7,July,5501.1
2083108,2023-11-16 06:51:14,Milk,Groceries,North,David Lee,17,17.15,0.29,207.0,2023,11,November,291.54999999999995
3137473,2022-10-09 16:25:16,Headphones,Electronics,East,Alice Brown,6,923.54,0.29,3934.28,2022,10,October,5541.24
1385115,2022-07-01 18:51:13,Milk,Groceries,South,Alice Brown,15,2.35,0.19,28.55,2022,7,July,35.25
1694777,2022-05-02 01:44:50,Doll,Toys,West,Alice Brown,13,39.48,0.27,374.67,2022,5,May,513.24
887803,2022-12-31 09:34:44,Phone,Electronics,Central,Alice Brown,14,1619.77,0.25,17007.58,2022,12,December,22676.78
669603,2022-01-25 01:39:41,Couch,Furniture,South,Maria Garcia,16,1366.92,0.06,20558.48,2022,1,January,21870.72
1129864,2022-11-01 23:50:52,Apple,Groceries,North,James Wilson,6,2.04,0.17,10.16,2022,11,November,12.24
3452259,2023-02-05 08:35:48,Chair,Furniture,North,John Smith,7,929.13,0.22,5073.05,2023,2,February,6503.91
145808,2022-02-15 13:01:42,Table,Furniture,Central,Maria Garcia,4,451.25,0.07,1678.65,2022,2,February,1805.0
4687263,2022-09-06 03:47:11,Pants,Clothing,West,Maria Garcia,2,65.19,0.23,100.39,2022,9,September,130.38
3031506,2023-02-26 08:02:32,Shirt,Clothing,West,Maria Garcia,12,133.42,0.21,1264.82,2023,2,February,1601.04
3353476,2023-07-19 16:34:28,Bread,Groceries,South,John Smith,11,6.98,0.16,64.5,2023,7,July,76.78
540052,2023-03-12 17:52:32,Lego,Toys,East,Maria Garcia,13,6.16,0.06,75.28,2023,3,March,80.08
1642954,2023-11-07 12:15:23,Shoes,Clothing,West,James Wilson,6,42.16,0.22,197.31,2023,11,November,252.95999999999998
960325,2022-04-05 22:57:49,Pants,Clothing,North,David Lee,4,35.39,0.17,117.49,2022,4,April,141.56
2033211,2023-06-06 01:20:24,Phone,Electronics,South,Alice Brown,9,447.3,0.24,3059.53,2023,6,June,4025.7000000000003
777254,2022-12-29 10:36:49,Notebook,Books,Central,Alice Brown,17,8.17,0.08,127.78,2022,12,December,138.89
1966826,2022-01-24 22:03:18,Jacket,Clothing,Central,Maria Garcia,9,101.12,0.06,855.48,2022,1,January,910.08
2635998,2022-10-16 18:51:44,Jacket,Clothing,East,Alice Brown,16,169.01,0.26,2001.08,2022,10,October,2704.16
4527962,2022-04-07 19:29:14,Monitor,Electronics,Central,Alice Brown,9,617.55,0.09,5057.73,2022,4,April,5557.95
310006,2022-05-13 13:12:49,Dress,Clothing,North,Maria Garcia,6,127.32,0.21,603.5,2022,5,May,763.92
2853137,2023-11-28 10:15:13,Couch,Furniture,Central,John Smith,17,427.57,0.24,5524.2,2023,11,November,7268.69
3921304,2022-02-17 03:00:52,Board Game,Toys,South,David Lee,12,52.57,0.26,466.82,2022,2,February,630.84
1051279,2023-08-03 06:59:46,Jacket,Clothing,East,David Lee,16,175.98,0.07,2618.58,2023,8,August,2815.68
151519,2022-01-04 13:35:56,Jacket,Clothing,North,Maria Garcia,2,147.71,0.09,268.83,2022,1,January,295.42
3687701,2022-03-26 11:28:20,Shirt,Clothing,East,James Wilson,12,27.94,0.03,325.22,2022,3,March,335.28000000000003
4069247,2023-08-30 10:39:43,Pants,Clothing,Central,John Smith,12,22.85,0.06,257.75,2023,8,August,274.20000000000005
3665527,2022-10-16 20:48:21,Desk,Furniture,East,John Smith,11,439.93,0.01,4790.84,2022,10,October,4839.2300000000005
2508460,2023-10-01 01:20:23,Comics,Books,North,Alice Brown,18,44.58,0.09,730.22,2023,10,October,802.4399999999999
3350710,2022-10-27 20:39:42,Headphones,Electronics,Central,John Smith,19,1652.11,0.08,28878.88,2022,10,October,31390.089999999997
2586822,2023-06-15 16:50:01,Comics,Books,West,David Lee,18,38.9,0.27,511.15,2023,6,June,700.1999999999999
3169153,2023-07-25 14:20:00,Puzzle,Toys,West,John Smith,18,91.07,0.21,1295.02,2023,7,July,1639.2599999999998
184770,2022-02-03 09:53:06,Novel,Books,East,Maria Garcia,1,27.9,0.27,20.37,2022,2,February,27.9
473921,2023-05-08 14:40:47,Laptop,Electronics,West,Alice Brown,10,1576.85,0.05,14980.08,2023,5,May,15768.5
4898522,2023-01-19 10:27:52,Eggs,Groceries,West,Alice Brown,1,15.06,0.3,10.54,2023,1,January,15.06
2151619,2023-04-09 20:17:29,Laptop,Electronics,West,James Wilson,16,1780.29,0.26,21078.63,2023,4,April,28484.64
2396082,2023-06-11 03:16:53,Board Game,Toys,Central,Alice Brown,9,21.82,0.25,147.28,2023,6,June,196.38
2812842,2022-11-08 11:54:24,Shoes,Clothing,South,Alice Brown,6,196.96,0.23,909.96,2022,11,November,1181.76
1016137,2022-11-22 13:45:16,Pants,Clothing,West,Alice Brown,14,191.05,0.24,2032.77,2022,11,November,2674.7000000000003
3934051,2022-11-14 11:07:47,Shoes,Clothing,East,David Lee,12,30.03,0.18,295.5,2022,11,November,360.36
1434875,2023-03-09 13:20:32,Monitor,Electronics,Central,John Smith,12,1105.53,0.23,10215.1,2023,3,March,13266.36
3469144,2022-09-27 09:50:57,Lego,Toys,East,David Lee,8,82.81,0.26,490.24,2022,9,September,662.48
3496827,2023-07-28 21:57:48,Action Figure,Toys,South,David Lee,13,86.3,0.19,908.74,2023,7,July,1121.8999999999999
1444591,2023-02-02 14:34:35,Doll,Toys,Central,David Lee,3,29.97,0.27,65.63,2023,2,February,89.91
2202338,2023-09-18 12:51:38,Camera,Electronics,South,John Smith,4,1304.95,0.2,4175.84,2023,9,September,5219.8
2129494,2022-12-17 15:13:25,Apple,Groceries,Central,Maria Garcia,14,9.38,0.03,127.38,2022,12,December,131.32000000000002
3767084,2022-05-24 14:42:37,Doll,Toys,West,Maria Garcia,11,6.92,0.25,57.09,2022,5,May,76.12
48169,2022-05-31 21:17:09,Bookshelf,Furniture,South,Alice Brown,7,569.65,0.2,3190.04,2022,5,May,3987.5499999999997
1122115,2023-10-18 03:07:04,Camera,Electronics,South,Maria Garcia,5,968.3,0.25,3631.12,2023,10,October,4841.5
3881263,2023-01-21 19:50:16,Monitor,Electronics,South,James Wilson,9,1592.16,0.14,12323.32,2023,1,January,14329.44
2311428,2022-03-19 21:23:03,Milk,Groceries,North,David Lee,14,10.3,0.12,126.9,2022,3,March,144.20000000000002
3759852,2022-07-19 06:54:02,Shoes,Clothing,North,Maria Garcia,13,93.8,0.3,853.58,2022,7,July,1219.3999999999999
644856,2023-07-07 05:43:22,Pants,Clothing,East,James Wilson,9,45.51,0.26,303.1,2023,7,July,409.59
4172704,2023-02-03 06:36:27,Monitor,Electronics,East,David Lee,12,788.2,0.06,8890.9,2023,2,February,9458.400000000001
494758,2023-09-01 19:55:30,Headphones,Electronics,Central,James Wilson,10,349.2,0.13,3038.04,2023,9,September,3492.0
1700148,2023-10-10 02:05:24,Board Game,Toys,West,John Smith,4,14.22,0.24,43.23,2023,10,October,56.88
4958213,2023-01-27 03:09:08,Notebook,Books,West,Alice Brown,2,46.61,0.27,68.05,2023,1,January,93.22
2565809,2023-07-20 15:42:31,Comics,Books,North,Alice Brown,16,39.25,0.29,445.88,2023,7,July,628.0
4495265,2022-05-24 12:19:32,Jacket,Clothing,Central,James Wilson,14,23.84,0.18,273.68,2022,5,May,333.76
1794602,2022-12-04 04:20:46,Comics,Books,West,David Lee,10,44.53,0.08,409.68,2022,12,December,445.3
560012,2022-07-03 03:50:44,Puzzle,Toys,East,James Wilson,2,6.7,0.14,11.52,2022,7,July,13.4
106081,2023-05-20 22:05:19,Doll,Toys,North,James Wilson,11,97.82,0.09,979.18,2023,5,May,1076.02
4523903,2022-12-08 21:29:37,Doll,Toys,North,Alice Brown,12,51.97,0.06,586.22,2022,12,December,623.64
4701753,2022-01-18 14:55:33,Puzzle,Toys,East,David Lee,3,81.19,0.16,204.6,2022,1,January,243.57
4157754,2023-05-08 00:58:15,Textbook,Books,Central,Maria Garcia,14,18.74,0.07,243.99,2023,5,May,262.35999999999996
1172342,2022-01-04 12:02:40,Action Figure,Toys,South,James Wilson,5,18.11,0.15,76.97,2022,1,January,90.55
2179326,2023-11-18 17:42:23,Laptop,Electronics,North,James Wilson,11,1312.09,0.06,13567.01,2023,11,November,14432.99
2236277,2023-03-16 17:45:38,Board Game,Toys,East,James Wilson,5,85.05,0.14,365.72,2023,3,March,425.25
3743247,2022-11-16 04:07:13,Bookshelf,Furniture,Central,David Lee,5,1414.5,0.29,5021.47,2022,11,November,7072.5
1132502,2023-05-11 23:08:19,Milk,Groceries,East,David Lee,9,4.75,0.28,30.78,2023,5,May,42.75
2849306,2023-10-28 16:27:20,Lego,Toys,West,Maria Garcia,8,58.11,0.22,362.61,2023,10,October,464.88
2986750,2022-07-01 01:08:02,Laptop,Electronics,North,John Smith,15,1982.42,0.16,24978.49,2022,7,July,29736.300000000003
3061568,2023-08-21 08:31:42,Apple,Groceries,West,John Smith,18,1.12,0.2,16.13,2023,8,August,20.160000000000004
448929,2022-05-03 00:41:52,Chair,Furniture,West,Maria Garcia,8,127.45,0.22,795.29,2022,5,May,1019.6
3695642,2023-03-07 17:47:05,Desk,Furniture,East,Maria Garcia,13,344.03,0.08,4114.6,2023,3,March,4472.389999999999
3246954,2023-10-20 17:55:26,Monitor,Electronics,North,Maria Garcia,6,779.6,0.02,4584.05,2023,10,October,4677.6
1278950,2023-02-04 18:36:40,Monitor,Electronics,West,John Smith,3,332.9,0.27,729.05,2023,2,February,998.6999999999999
1585070,2023-04-07 21:45:35,Table,Furniture,South,John Smith,14,1246.49,0.09,15880.28,2023,4,April,17450.86
4245282,2022-02-04 08:50:16,Cheese,Groceries,South,Alice Brown,7,1.02,0.02,7.0,2022,2,February,7.140000000000001
2552267,2023-03-05 20:40:44,Cheese,Groceries,Central,James Wilson,8,6.73,0.04,51.69,2023,3,March,53.84
1468727,2023-05-25 19:34:13,Apple,Groceries,South,David Lee,5,19.68,0.03,95.45,2023,5,May,98.4
1522946,2022-06-09 05:38:38,Apple,Groceries,Central,James Wilson,6,7.22,0.04,41.59,2022,6,June,43.32
390765,2023-04-10 10:12:37,Apple,Groceries,Central,John Smith,4,2.21,0.13,7.69,2023,4,April,8.84
3386151,2022-07-28 06:49:48,Laptop,Electronics,West,Alice Brown,5,1371.55,0.06,6446.28,2022,7,July,6857.75
1991941,2022-10-15 15:33:35,Phone,Electronics,Central,David Lee,4,988.2,0.06,3715.63,2022,10,October,3952.8
3491373,2023-11-22 05:21:26,Jacket,Clothing,South,James Wilson,5,32.12,0.11,142.93,2023,11,November,160.6
3648315,2023-07-24 12:19:43,Lego,Toys,South,James Wilson,4,76.94,0.19,249.29,2023,7,July,307.76
3806105,2022-09-27 18:45:28,Laptop,Electronics,South,James Wilson,15,1495.99,0.18,18400.68,2022,9,September,22439.85
4874847,2022-03-01 05:54:02,Camera,Electronics,South,Alice Brown,3,858.11,0.01,2548.59,2022,3,March,2574.33
605385,2022-02-06 14:21:24,Lego,Toys,West,David Lee,11,95.09,0.08,962.31,2022,2,February,1045.99
3376402,2022-12-08 16:56:37,Couch,Furniture,South,James Wilson,1,784.59,0.05,745.36,2022,12,December,784.59
4744775,2022-07-25 11:47:35,Magazine,Books,South,John Smith,18,32.92,0.13,515.53,2022,7,July,592.5600000000001
222729,2023-04-07 18:29:54,Phone,Electronics,East,John Smith,15,1986.23,0.19,24132.69,2023,4,April,29793.45
604630,2022-01-22 22:45:43,Jacket,Clothing,North,John Smith,15,115.34,0.27,1262.97,2022,1,January,1730.1000000000001
3691266,2022-07-28 17:26:02,Shirt,Clothing,East,Maria Garcia,6,28.66,0.24,130.69,2022,7,July,171.96
3704712,2023-12-08 22:15:13,Cheese,Groceries,West,Maria Garcia,18,2.02,0.27,26.54,2023,12,December,36.36
2125224,2023-05-28 07:20:13,Puzzle,Toys,South,John Smith,16,18.25,0.18,239.44,2023,5,May,292.0
1988284,2023-06-02 17:15:35,Table,Furniture,Central,John Smith,15,731.24,0.11,9762.05,2023,6,June,10968.6
1076118,2023-07-30 20:10:54,Table,Furniture,East,John Smith,3,496.11,0.15,1265.08,2023,7,July,1488.33
4225330,2023-09-14 18:30:18,Jacket,Clothing,Central,David Lee,8,20.81,0.07,154.83,2023,9,September,166.48
2833294,2023-03-25 22:16:01,Shirt,Clothing,Central,James Wilson,13,132.98,0.2,1382.99,2023,3,March,1728.7399999999998
2358202,2023-01-23 12:52:53,Eggs,Groceries,North,Alice Brown,14,15.0,0.22,163.8,2023,1,January,210.0
457270,2023-10-11 20:00:33,Dress,Clothing,Central,Alice Brown,6,85.45,0.21,405.03,2023,10,October,512.7
4953793,2022-12-06 13:44:59,Headphones,Electronics,East,James Wilson,19,1402.6,0.13,23184.98,2022,12,December,26649.399999999998
3763888,2023-12-09 19:16:30,Camera,Electronics,Central,Maria Garcia,6,1033.57,0.27,4527.04,2023,12,December,6201.42
1778365,2022-06-10 07:40:47,Shoes,Clothing,East,Maria Garcia,18,196.17,0.23,2718.92,2022,6,June,3531.06
3865792,2023-02-26 13:25:50,Notebook,Books,North,Maria Garcia,4,28.15,0.17,93.46,2023,2,February,112.6
1079799,2022-06-23 15:22:45,Desk,Furniture,South,James Wilson,10,169.16,0.29,1201.04,2022,6,June,1691.6
2968874,2023-07-29 09:59:36,Textbook,Books,West,James Wilson,7,42.1,0.11,262.28,2023,7,July,294.7
3448709,2023-03-13 01:13:38,Laptop,Electronics,South,James Wilson,15,460.94,0.1,6222.69,2023,3,March,6914.1
1740206,2023-02-25 00:32:24,Eggs,Groceries,South,John Smith,8,4.53,0.25,27.18,2023,2,February,36.24
675774,2023-05-15 12:19:56,Cheese,Groceries,Central,John Smith,7,6.09,0.02,41.78,2023,5,May,42.629999999999995
4804757,2023-05-28 02:12:00,Doll,Toys,North,David Lee,4,53.17,0.2,170.14,2023,5,May,212.68
1378753,2023-10-30 04:06:43,Chair,Furniture,East,James Wilson,14,1063.71,0.14,12807.07,2023,10,October,14891.94
4160491,2023-01-06 15:20:45,Doll,Toys,North,David Lee,17,76.88,0.27,954.08,2023,1,January,1306.96
1255342,2023-12-05 16:34:45,Novel,Books,West,James Wilson,11,25.99,0.17,237.29,2023,12,December,285.89
1358731,2022-11-23 17:05:02,Dress,Clothing,South,James Wilson,13,45.58,0.13,515.51,2022,11,November,592.54
4119445,2023-02-20 13:41:54,Monitor,Electronics,Central,Alice Brown,13,1797.55,0.16,19629.25,2023,2,February,23368.149999999998
1162991,2023-11-17 06:26:33,Camera,Electronics,Central,Maria Garcia,17,333.1,0.08,5209.68,2023,11,November,5662.700000000001
4003728,2023-08-09 13:10:11,Doll,Toys,East,David Lee,11,31.72,0.1,314.03,2023,8,August,348.91999999999996
2388613,2023-01-15 11:58:46,Pants,Clothing,East,David Lee,8,61.07,0.15,415.28,2023,1,January,488.56
1412490,2023-06-19 02:42:05,Bread,Groceries,West,Alice Brown,3,13.15,0.13,34.32,2023,6,June,39.45
1283967,2023-09-23 04:50:47,Laptop,Electronics,West,David Lee,7,671.56,0.07,4371.86,2023,9,September,4700.92
3119621,2023-05-02 22:54:35,Dress,Clothing,East,James Wilson,5,93.53,0.07,434.91,2023,5,May,467.65
1467577,2023-02-15 00:12:46,Headphones,Electronics,East,Alice Brown,17,211.2,0.07,3339.07,2023,2,February,3590.3999999999996
1223860,2022-09-15 18:13:41,Puzzle,Toys,West,Maria Garcia,5,75.61,0.21,298.66,2022,9,September,378.05
518736,2023-11-02 12:21:47,Cheese,Groceries,North,Alice Brown,15,7.71,0.24,87.89,2023,11,November,115.65
2265810,2022-02-15 10:01:15,Phone,Electronics,West,David Lee,19,447.72,0.16,7145.61,2022,2,February,8506.68
4916550,2022-12-01 23:00:53,Cheese,Groceries,West,David Lee,5,4.2,0.1,18.9,2022,12,December,21.0
2179864,2022-03-07 17:02:20,Apple,Groceries,East,Alice Brown,14,9.97,0.21,110.27,2022,3,March,139.58
4003714,2022-06-24 18:23:20,Pants,Clothing,North,James Wilson,4,81.73,0.21,258.27,2022,6,June,326.92
4987381,2023-08-27 00:33:39,Shoes,Clothing,North,Alice Brown,11,73.69,0.14,697.11,2023,8,August,810.5899999999999
2933832,2023-10-14 17:53:09,Comics,Books,West,John Smith,6,31.17,0.01,185.15,2023,10,October,187.02
4608568,2023-07-10 12:01:52,Lego,Toys,North,John Smith,5,52.08,0.1,234.36,2023,7,July,260.4
1558107,2022-04-22 07:15:53,Action Figure,Toys,East,James Wilson,8,63.37,0.11,451.19,2022,4,April,506.96
4027553,2023-06-11 19:54:27,Comics,Books,South,John Smith,7,36.77,0.19,208.49,2023,6,June,257.39000000000004
823498,2023-08-12 04:12:22,Apple,Groceries,West,Maria Garcia,7,12.46,0.28,62.8,2023,8,August,87.22
4584767,2022-10-25 10:21:34,Table,Furniture,West,Alice Brown,17,834.5,0.0,14186.5,2022,10,October,14186.5
3121426,2023-06-02 19:44:12,Apple,Groceries,South,James Wilson,13,10.51,0.28,98.37,2023,6,June,136.63
2273417,2022-07-22 20:34:56,Shirt,Clothing,South,John Smith,7,163.61,0.14,984.93,2022,7,July,1145.27
1220918,2022-02-20 08:59:04,Eggs,Groceries,East,John Smith,11,19.02,0.07,194.57,2022,2,February,209.22
